timestamp,http_code,latency_seconds
1788005915.648510000,200,0.002439
1788005915.897066000,200,0.001965
1788005916.132971000,200,0.002955
1788005916.389207000,200,0.002416
1788005916.643616000,200,0.003153
1788005916.895042000,200,0.002592
1788005917.147844000,200,0.002407
1788005917.408229000,200,0.002242
1788005917.661237000,200,0.002326
1788005917.909283000,200,0.002380
1788005918.165299000,200,0.002311
1788005918.415640000,200,0.001628
1788005918.646636000,200,0.002664
1788005918.893579000,200,0.001839
1788005919.134061000,200,0.001819
1788005919.372002000,200,0.001729
1788005919.612088000,200,0.002369
1788005919.853547000,200,0.002892
1788005920.104675000,200,0.002826
1788005920.357946000,200,0.002259
1788005920.611747000,200,0.002848
1788005920.862876000,200,0.003540
1788005921.113766000,200,0.001369
1788005921.356540000,200,0.003243
1788005921.611454000,200,0.002885
1788005921.862031000,200,0.002275
1788005922.111843000,200,0.003587
